Date,Month,Route,Actual,Predicted,Day,Year
1,1,69.0,Security,Operations - Operator,Sunday,2023
1,1,35.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
1,1,52.0,Emergency Services,Operations - Operator,Sunday,2023
1,1,24.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
1,1,36.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
1,1,300.0,Diversion,Diversion,Sunday,2023
1,1,320.0,Emergency Services,Operations - Operator,Sunday,2023
1,1,307.0,Security,Operations - Operator,Sunday,2023
1,1,35.0,Operations - Operator,Mechanical,Sunday,2023
1,1,73.0,Mechanical,Operations - Operator,Sunday,2023
1,1,102.0,Mechanical,Operations - Operator,Sunday,2023
1,1,320.0,Security,Security,Sunday,2023
1,1,90.0,Emergency Services,Operations - Operator,Sunday,2023
1,1,112.0,Mechanical,Operations - Operator,Sunday,2023
1,1,72.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,34.0,Mechanical,Mechanical,Sunday,2023
1,1,106.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,84.0,Operations - Operator,Mechanical,Sunday,2023
1,1,81.0,Cleaning - Unsanitary,Operations - Operator,Sunday,2023
1,1,36.0,Operations - Operator,Mechanical,Sunday,2023
1,1,63.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,25.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,24.0,Operations - Operator,Mechanical,Sunday,2023
1,1,63.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,57.0,Emergency Services,Collision - TTC,Sunday,2023
1,1,86.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,124.0,Operations - Operator,Mechanical,Sunday,2023
1,1,96.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,38.0,Mechanical,Mechanical,Sunday,2023
1,1,34.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,59.0,Operations - Operator,Mechanical,Sunday,2023
1,1,43.0,Emergency Services,Mechanical,Sunday,2023
1,1,51.0,Mechanical,Mechanical,Sunday,2023
1,1,85.0,Mechanical,Operations - Operator,Sunday,2023
1,1,34.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,87.0,Diversion,Diversion,Sunday,2023
1,1,47.0,Mechanical,Operations - Operator,Sunday,2023
1,1,96.0,Operations - Operator,Mechanical,Sunday,2023
1,1,51.0,Mechanical,Mechanical,Sunday,2023
1,1,32.0,Mechanical,Mechanical,Sunday,2023
1,1,71.0,Mechanical,Operations - Operator,Sunday,2023
1,1,165.0,Mechanical,Operations - Operator,Sunday,2023
1,1,36.0,Mechanical,Operations - Operator,Sunday,2023
1,1,63.0,Mechanical,Mechanical,Sunday,2023
1,1,108.0,Mechanical,Operations - Operator,Sunday,2023
1,1,68.0,Mechanical,Operations - Operator,Sunday,2023
1,1,96.0,Mechanical,Operations - Operator,Sunday,2023
1,1,89.0,Cleaning - Unsanitary,Mechanical,Sunday,2023
1,1,53.0,Mechanical,Operations - Operator,Sunday,2023
1,1,960.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,96.0,Mechanical,Operations - Operator,Sunday,2023
1,1,34.0,Collision - TTC,Operations - Operator,Sunday,2023
1,1,95.0,Mechanical,Operations - Operator,Sunday,2023
1,1,504.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,13.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,94.0,Mechanical,Operations - Operator,Sunday,2023
1,1,11.0,Mechanical,Operations - Operator,Sunday,2023
1,1,929.0,Mechanical,Operations - Operator,Sunday,2023
1,1,7.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,927.0,Mechanical,Operations - Operator,Sunday,2023
1,1,39.0,Mechanical,Operations - Operator,Sunday,2023
1,1,85.0,Mechanical,Operations - Operator,Sunday,2023
1,1,960.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,52.0,Emergency Services,Operations - Operator,Sunday,2023
1,1,935.0,Mechanical,Mechanical,Sunday,2023
1,1,60.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,89.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,63.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,63.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,116.0,Mechanical,Operations - Operator,Sunday,2023
1,1,7.0,Mechanical,Operations - Operator,Sunday,2023
1,1,17.0,Mechanical,Operations - Operator,Sunday,2023
1,1,60.0,Operations - Operator,Operations - Operator,Sunday,2023
1,1,25.0,Mechanical,Operations - Operator,Sunday,2023
1,1,14.0,Collision - TTC,Mechanical,Sunday,2023
1,1,34.0,Mechanical,Operations - Operator,Sunday,2023
1,1,95.0,Mechanical,Operations - Operator,Sunday,2023
1,1,32.0,Utilized Off Route,Mechanical,Sunday,2023
1,1,927.0,Security,Security,Sunday,2023
1,1,60.0,Operations - Operator,Operations - Operator,Sunday,2023
2,1,335.0,General Delay,Operations - Operator,Monday,2023
2,1,320.0,Security,Operations - Operator,Monday,2023
2,1,7.0,Operations - Operator,Operations - Operator,Monday,2023
2,1,53.0,Security,Emergency Services,Monday,2023
2,1,31.0,Collision - TTC,Mechanical,Monday,2023
2,1,89.0,Emergency Services,Mechanical,Monday,2023
2,1,63.0,Mechanical,Mechanical,Monday,2023
2,1,94.0,Security,Collision - TTC,Monday,2023
2,1,80.0,Mechanical,Operations - Operator,Monday,2023
2,1,52.0,Mechanical,Operations - Operator,Monday,2023
2,1,32.0,Security,Mechanical,Monday,2023
2,1,927.0,Operations - Operator,Mechanical,Monday,2023
2,1,63.0,Mechanical,Mechanical,Monday,2023
2,1,43.0,Mechanical,Operations - Operator,Monday,2023
2,1,36.0,Collision - TTC,Mechanical,Monday,2023
2,1,13.0,Operations - Operator,Operations - Operator,Monday,2023
2,1,108.0,Collision - TTC,Operations - Operator,Monday,2023
2,1,927.0,Mechanical,Mechanical,Monday,2023
2,1,95.0,Mechanical,Operations - Operator,Monday,2023
2,1,52.0,Mechanical,Operations - Operator,Monday,2023
2,1,43.0,Road Blocked - NON-TTC Collision,Diversion,Monday,2023
2,1,33.0,Mechanical,Operations - Operator,Monday,2023
2,1,120.0,Operations - Operator,Operations - Operator,Monday,2023
2,1,45.0,Mechanical,Operations - Operator,Monday,2023
2,1,32.0,Security,Mechanical,Monday,2023
2,1,39.0,Emergency Services,Operations - Operator,Monday,2023
2,1,63.0,Road Blocked - NON-TTC Collision,Mechanical,Monday,2023
2,1,25.0,Collision - TTC,Mechanical,Monday,2023
2,1,45.0,Operations - Operator,Operations - Operator,Monday,2023
2,1,43.0,Mechanical,Mechanical,Monday,2023
2,1,169.0,Security,Operations - Operator,Monday,2023
2,1,43.0,Emergency Services,Operations - Operator,Monday,2023
2,1,45.0,Operations - Operator,Mechanical,Monday,2023
2,1,39.0,Investigation,Mechanical,Monday,2023
2,1,161.0,Mechanical,Operations - Operator,Monday,2023
2,1,89.0,Mechanical,Operations - Operator,Monday,2023
2,1,61.0,Security,Operations - Operator,Monday,2023
2,1,985.0,Security,Collision - TTC,Monday,2023
2,1,100.0,Security,Operations - Operator,Monday,2023
2,1,35.0,Investigation,Mechanical,Monday,2023
2,1,939.0,Operations - Operator,Mechanical,Monday,2023
2,1,71.0,Operations - Operator,Operations - Operator,Monday,2023
2,1,79.0,Diversion,Diversion,Monday,2023
2,1,116.0,Security,Mechanical,Monday,2023
2,1,939.0,Investigation,Mechanical,Monday,2023
2,1,72.0,Mechanical,Operations - Operator,Monday,2023
2,1,29.0,Operations - Operator,Mechanical,Monday,2023
2,1,96.0,Mechanical,Operations - Operator,Monday,2023
2,1,927.0,Mechanical,Mechanical,Monday,2023
2,1,102.0,Mechanical,Operations - Operator,Monday,2023
2,1,29.0,Operations - Operator,Mechanical,Monday,2023
2,1,47.0,Diversion,Diversion,Monday,2023
2,1,35.0,Security,Mechanical,Monday,2023
2,1,52.0,Security,Mechanical,Monday,2023
2,1,69.0,Mechanical,Mechanical,Monday,2023
2,1,168.0,Mechanical,Mechanical,Monday,2023
2,1,25.0,General Delay,Mechanical,Monday,2023
2,1,7.0,Collision - TTC,Emergency Services,Monday,2023
2,1,161.0,Security,Operations - Operator,Monday,2023
2,1,29.0,Utilized Off Route,Operations - Operator,Monday,2023
3,1,353.0,Security,Operations - Operator,Tuesday,2023
3,1,7.0,Held By,Diversion,Tuesday,2023
3,1,30.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,105.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,85.0,Operations - Operator,Mechanical,Tuesday,2023
3,1,112.0,Operations - Operator,Mechanical,Tuesday,2023
3,1,134.0,Security,Mechanical,Tuesday,2023
3,1,121.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,110.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,15.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,76.0,Mechanical,Mechanical,Tuesday,2023
3,1,960.0,Emergency Services,Security,Tuesday,2023
3,1,169.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,107.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,29.0,Collision - TTC,Mechanical,Tuesday,2023
3,1,86.0,General Delay,Operations - Operator,Tuesday,2023
3,1,41.0,Mechanical,Mechanical,Tuesday,2023
3,1,129.0,Mechanical,Mechanical,Tuesday,2023
3,1,32.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,939.0,Mechanical,Mechanical,Tuesday,2023
3,1,54.0,Cleaning - Unsanitary,Operations - Operator,Tuesday,2023
3,1,35.0,Operations - Operator,Mechanical,Tuesday,2023
3,1,960.0,Cleaning - Unsanitary,Mechanical,Tuesday,2023
3,1,52.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,102.0,Emergency Services,Mechanical,Tuesday,2023
3,1,939.0,Vision,Operations - Operator,Tuesday,2023
3,1,39.0,Operations - Operator,Mechanical,Tuesday,2023
3,1,75.0,Security,Operations - Operator,Tuesday,2023
3,1,7.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,935.0,Security,Mechanical,Tuesday,2023
3,1,79.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,7.0,Vision,Operations - Operator,Tuesday,2023
3,1,89.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,91.0,Security,Operations - Operator,Tuesday,2023
3,1,10.0,Mechanical,Mechanical,Tuesday,2023
3,1,80.0,Security,Mechanical,Tuesday,2023
3,1,160.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,929.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,34.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,41.0,Mechanical,Mechanical,Tuesday,2023
3,1,108.0,Diversion,Diversion,Tuesday,2023
3,1,32.0,Emergency Services,Mechanical,Tuesday,2023
3,1,133.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,85.0,Investigation,Operations - Operator,Tuesday,2023
3,1,54.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,54.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,86.0,General Delay,Mechanical,Tuesday,2023
3,1,10.0,Collision - TTC,Operations - Operator,Tuesday,2023
3,1,67.0,Emergency Services,Operations - Operator,Tuesday,2023
3,1,45.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,126.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,35.0,Security,Mechanical,Tuesday,2023
3,1,85.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,123.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,50.0,Cleaning - Unsanitary,Mechanical,Tuesday,2023
3,1,79.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,70.0,Road Blocked - NON-TTC Collision,Diversion,Tuesday,2023
3,1,123.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,168.0,Mechanical,Mechanical,Tuesday,2023
3,1,53.0,Emergency Services,Mechanical,Tuesday,2023
3,1,24.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,905.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,169.0,Diversion,Operations - Operator,Tuesday,2023
3,1,85.0,Diversion,Operations - Operator,Tuesday,2023
3,1,167.0,Diversion,Operations - Operator,Tuesday,2023
3,1,30.0,Investigation,Mechanical,Tuesday,2023
3,1,985.0,Diversion,Operations - Operator,Tuesday,2023
3,1,29.0,Mechanical,Mechanical,Tuesday,2023
3,1,41.0,Mechanical,Mechanical,Tuesday,2023
3,1,121.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,29.0,Collision - TTC,Operations - Operator,Tuesday,2023
3,1,161.0,Mechanical,Mechanical,Tuesday,2023
3,1,29.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,925.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,90.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,939.0,Operations - Operator,Operations - Operator,Tuesday,2023
3,1,32.0,Diversion,Diversion,Tuesday,2023
3,1,52.0,Collision - TTC,Operations - Operator,Tuesday,2023
3,1,116.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,116.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,60.0,Collision - TTC,Mechanical,Tuesday,2023
3,1,25.0,Emergency Services,Mechanical,Tuesday,2023
3,1,32.0,Mechanical,Mechanical,Tuesday,2023
3,1,984.0,Security,Operations - Operator,Tuesday,2023
3,1,59.0,Mechanical,Diversion,Tuesday,2023
3,1,63.0,Utilized Off Route,Mechanical,Tuesday,2023
3,1,73.0,Mechanical,Operations - Operator,Tuesday,2023
3,1,35.0,Mechanical,Mechanical,Tuesday,2023
3,1,46.0,Security,Mechanical,Tuesday,2023
3,1,42.0,Operations - Operator,Mechanical,Tuesday,2023
3,1,56.0,General Delay,Operations - Operator,Tuesday,2023
4,1,900.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,40.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,300.0,Investigation,Operations - Operator,Wednesday,2023
4,1,300.0,Investigation,Mechanical,Wednesday,2023
4,1,123.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,954.0,Mechanical,Mechanical,Wednesday,2023
4,1,105.0,Mechanical,Mechanical,Wednesday,2023
4,1,925.0,Mechanical,Mechanical,Wednesday,2023
4,1,939.0,Mechanical,Mechanical,Wednesday,2023
4,1,46.0,Mechanical,Mechanical,Wednesday,2023
4,1,36.0,Operations - Operator,Mechanical,Wednesday,2023
4,1,52.0,Investigation,Operations - Operator,Wednesday,2023
4,1,7.0,Mechanical,Mechanical,Wednesday,2023
4,1,83.0,Mechanical,Mechanical,Wednesday,2023
4,1,95.0,Mechanical,Mechanical,Wednesday,2023
4,1,95.0,Mechanical,Mechanical,Wednesday,2023
4,1,68.0,Security,Mechanical,Wednesday,2023
4,1,100.0,Mechanical,Mechanical,Wednesday,2023
4,1,939.0,Vision,Mechanical,Wednesday,2023
4,1,63.0,Operations - Operator,Operations - Operator,Wednesday,2023
4,1,62.0,Emergency Services,Mechanical,Wednesday,2023
4,1,120.0,Investigation,Operations - Operator,Wednesday,2023
4,1,941.0,Vision,Operations - Operator,Wednesday,2023
4,1,35.0,Operations - Operator,Operations - Operator,Wednesday,2023
4,1,941.0,Mechanical,Mechanical,Wednesday,2023
4,1,124.0,Mechanical,Mechanical,Wednesday,2023
4,1,36.0,Collision - TTC,Mechanical,Wednesday,2023
4,1,29.0,Operations - Operator,Mechanical,Wednesday,2023
4,1,929.0,Mechanical,Mechanical,Wednesday,2023
4,1,53.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,122.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,100.0,Diversion,Operations - Operator,Wednesday,2023
4,1,25.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,35.0,Mechanical,Mechanical,Wednesday,2023
4,1,26.0,General Delay,Mechanical,Wednesday,2023
4,1,108.0,Investigation,Operations - Operator,Wednesday,2023
4,1,32.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,996.0,Emergency Services,Operations - Operator,Wednesday,2023
4,1,38.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,161.0,Cleaning - Unsanitary,Operations - Operator,Wednesday,2023
4,1,11.0,Emergency Services,Operations - Operator,Wednesday,2023
4,1,939.0,Collision - TTC,Mechanical,Wednesday,2023
4,1,68.0,Diversion,Diversion,Wednesday,2023
4,1,100.0,Diversion,Diversion,Wednesday,2023
4,1,25.0,Diversion,Diversion,Wednesday,2023
4,1,925.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,108.0,Collision - TTC,Mechanical,Wednesday,2023
4,1,7.0,Operations - Operator,Operations - Operator,Wednesday,2023
4,1,63.0,Diversion,Diversion,Wednesday,2023
4,1,100.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,7.0,Security,Operations - Operator,Wednesday,2023
4,1,116.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,113.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,939.0,General Delay,Operations - Operator,Wednesday,2023
4,1,9.0,Operations - Operator,Operations - Operator,Wednesday,2023
4,1,176.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,39.0,Operations - Operator,Mechanical,Wednesday,2023
4,1,36.0,Mechanical,Mechanical,Wednesday,2023
4,1,109.0,Operations - Operator,Operations - Operator,Wednesday,2023
4,1,85.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,41.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,24.0,Operations - Operator,Security,Wednesday,2023
4,1,600.0,General Delay,General Delay,Wednesday,2023
4,1,26.0,Mechanical,Mechanical,Wednesday,2023
4,1,111.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,116.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,95.0,Diversion,Diversion,Wednesday,2023
4,1,161.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,939.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,939.0,Diversion,Diversion,Wednesday,2023
4,1,63.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,73.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,996.0,Mechanical,Mechanical,Wednesday,2023
4,1,32.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,21.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,935.0,Mechanical,Mechanical,Wednesday,2023
4,1,924.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,87.0,Utilized Off Route,Mechanical,Wednesday,2023
4,1,24.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,47.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,63.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,100.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,925.0,Utilized Off Route,Mechanical,Wednesday,2023
4,1,929.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,124.0,Utilized Off Route,Operations - Operator,Wednesday,2023
4,1,89.0,Collision - TTC,Operations - Operator,Wednesday,2023
4,1,95.0,Mechanical,Mechanical,Wednesday,2023
4,1,44.0,Mechanical,Mechanical,Wednesday,2023
4,1,989.0,Diversion,Diversion,Wednesday,2023
4,1,925.0,Mechanical,Mechanical,Wednesday,2023
4,1,25.0,Security,Mechanical,Wednesday,2023
4,1,51.0,Diversion,Operations - Operator,Wednesday,2023
4,1,133.0,Mechanical,Mechanical,Wednesday,2023
4,1,53.0,Diversion,Diversion,Wednesday,2023
4,1,106.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,925.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,126.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,76.0,Operations - Operator,Mechanical,Wednesday,2023
4,1,86.0,Security,Mechanical,Wednesday,2023
4,1,73.0,Utilized Off Route,Mechanical,Wednesday,2023
4,1,127.0,Mechanical,Mechanical,Wednesday,2023
4,1,65.0,Mechanical,Mechanical,Wednesday,2023
4,1,50.0,Mechanical,Mechanical,Wednesday,2023
4,1,32.0,Diversion,Diversion,Wednesday,2023
4,1,86.0,Mechanical,Mechanical,Wednesday,2023
4,1,26.0,Diversion,Diversion,Wednesday,2023
4,1,131.0,Mechanical,Operations - Operator,Wednesday,2023
4,1,86.0,Collision - TTC,Mechanical,Wednesday,2023
5,1,960.0,Mechanical,Operations - Operator,Thursday,2023
5,1,116.0,Security,Operations - Operator,Thursday,2023
5,1,300.0,Emergency Services,Operations - Operator,Thursday,2023
5,1,11.0,Investigation,Mechanical,Thursday,2023
5,1,54.0,Security,Mechanical,Thursday,2023
5,1,51.0,Mechanical,Operations - Operator,Thursday,2023
5,1,38.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,73.0,Collision - TTC,Operations - Operator,Thursday,2023
5,1,32.0,Mechanical,Mechanical,Thursday,2023
5,1,95.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,61.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,960.0,Collision - TTC,Operations - Operator,Thursday,2023
5,1,320.0,Vision,Mechanical,Thursday,2023
5,1,57.0,Operations - Operator,Mechanical,Thursday,2023
5,1,89.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,52.0,Vision,Operations - Operator,Thursday,2023
5,1,50.0,Mechanical,Mechanical,Thursday,2023
5,1,108.0,Diversion,Diversion,Thursday,2023
5,1,35.0,Mechanical,Operations - Operator,Thursday,2023
5,1,24.0,Mechanical,Mechanical,Thursday,2023
5,1,11.0,Diversion,Diversion,Thursday,2023
5,1,54.0,Security,Operations - Operator,Thursday,2023
5,1,112.0,Mechanical,Mechanical,Thursday,2023
5,1,90.0,Collision - TTC,Operations - Operator,Thursday,2023
5,1,35.0,Mechanical,Mechanical,Thursday,2023
5,1,84.0,Security,Diversion,Thursday,2023
5,1,54.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,131.0,Mechanical,Operations - Operator,Thursday,2023
5,1,112.0,Security,Collision - TTC,Thursday,2023
5,1,38.0,Mechanical,Operations - Operator,Thursday,2023
5,1,102.0,Emergency Services,Operations - Operator,Thursday,2023
5,1,52.0,Investigation,Operations - Operator,Thursday,2023
5,1,900.0,Security,Operations - Operator,Thursday,2023
5,1,53.0,Mechanical,Operations - Operator,Thursday,2023
5,1,985.0,Mechanical,Mechanical,Thursday,2023
5,1,52.0,Investigation,Operations - Operator,Thursday,2023
5,1,935.0,Operations - Operator,Mechanical,Thursday,2023
5,1,134.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,85.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,95.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,105.0,Mechanical,Operations - Operator,Thursday,2023
5,1,22.0,Collision - TTC,Operations - Operator,Thursday,2023
5,1,939.0,Emergency Services,Operations - Operator,Thursday,2023
5,1,79.0,Mechanical,Operations - Operator,Thursday,2023
5,1,75.0,Cleaning - Unsanitary,Operations - Operator,Thursday,2023
5,1,102.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,37.0,Security,Operations - Operator,Thursday,2023
5,1,960.0,Security,Operations - Operator,Thursday,2023
5,1,107.0,Mechanical,Operations - Operator,Thursday,2023
5,1,123.0,Utilized Off Route,Operations - Operator,Thursday,2023
5,1,90.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,7.0,Diversion,Diversion,Thursday,2023
5,1,161.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,39.0,Mechanical,Operations - Operator,Thursday,2023
5,1,24.0,Security,Operations - Operator,Thursday,2023
5,1,34.0,Cleaning - Unsanitary,Mechanical,Thursday,2023
5,1,925.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,75.0,Mechanical,Operations - Operator,Thursday,2023
5,1,86.0,General Delay,Operations - Operator,Thursday,2023
5,1,86.0,General Delay,Operations - Operator,Thursday,2023
5,1,952.0,Security,Operations - Operator,Thursday,2023
5,1,927.0,Mechanical,Operations - Operator,Thursday,2023
5,1,35.0,Collision - TTC,Operations - Operator,Thursday,2023
5,1,54.0,Mechanical,Operations - Operator,Thursday,2023
5,1,31.0,Diversion,Diversion,Thursday,2023
5,1,86.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,86.0,Investigation,Operations - Operator,Thursday,2023
5,1,36.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,41.0,Security,Operations - Operator,Thursday,2023
5,1,89.0,Operations - Operator,Operations - Operator,Thursday,2023
5,1,79.0,Operations - Operator,Mechanical,Thursday,2023
5,1,46.0,Diversion,Diversion,Thursday,2023
5,1,34.0,Security,Mechanical,Thursday,2023
5,1,95.0,Security,Mechanical,Thursday,2023
5,1,39.0,Mechanical,Operations - Operator,Thursday,2023
5,1,7.0,Mechanical,Operations - Operator,Thursday,2023
5,1,116.0,General Delay,Operations - Operator,Thursday,2023
5,1,90.0,Mechanical,Operations - Operator,Thursday,2023
5,1,38.0,Cleaning - Unsanitary,Operations - Operator,Thursday,2023
5,1,129.0,Mechanical,Operations - Operator,Thursday,2023
5,1,129.0,Mechanical,Operations - Operator,Thursday,2023
5,1,63.0,Security,Operations - Operator,Thursday,2023
5,1,927.0,Mechanical,Mechanical,Thursday,2023
5,1,72.0,Security,Mechanical,Thursday,2023
5,1,47.0,Utilized Off Route,Mechanical,Thursday,2023
5,1,26.0,General Delay,Mechanical,Thursday,2023
5,1,63.0,Mechanical,Operations - Operator,Thursday,2023
5,1,45.0,Mechanical,Mechanical,Thursday,2023
6,1,39.0,Mechanical,Operations - Operator,Friday,2023
6,1,935.0,Mechanical,Mechanical,Friday,2023
6,1,43.0,Vision,Operations - Operator,Friday,2023
6,1,39.0,Mechanical,Mechanical,Friday,2023
6,1,39.0,Mechanical,Mechanical,Friday,2023
6,1,39.0,Mechanical,Mechanical,Friday,2023
6,1,41.0,Mechanical,Mechanical,Friday,2023
6,1,90.0,Mechanical,Operations - Operator,Friday,2023
6,1,902.0,Mechanical,Operations - Operator,Friday,2023
6,1,902.0,Mechanical,Operations - Operator,Friday,2023
6,1,119.0,Operations - Operator,Mechanical,Friday,2023
6,1,29.0,Security,Mechanical,Friday,2023
6,1,90.0,Vision,Mechanical,Friday,2023
6,1,62.0,Mechanical,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Operations - Operator,Friday,2023
6,1,39.0,Cleaning - Unsanitary,Mechanical,Friday,2023
6,1,89.0,Mechanical,Operations - Operator,Friday,2023
6,1,89.0,Collision - TTC,Mechanical,Friday,2023
6,1,89.0,Collision - TTC,Mechanical,Friday,2023
6,1,110.0,Mechanical,Mechanical,Friday,2023
6,1,69.0,Mechanical,Mechanical,Friday,2023
6,1,32.0,Mechanical,Mechanical,Friday,2023
6,1,986.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
6,1,36.0,Emergency Services,Mechanical,Friday,2023
6,1,41.0,Mechanical,Mechanical,Friday,2023
6,1,54.0,Mechanical,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Mechanical,Friday,2023
6,1,953.0,Mechanical,Mechanical,Friday,2023
6,1,925.0,Emergency Services,Mechanical,Friday,2023
6,1,106.0,Mechanical,Mechanical,Friday,2023
6,1,924.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,929.0,Mechanical,Mechanical,Friday,2023
6,1,113.0,Collision - TTC,Operations - Operator,Friday,2023
6,1,105.0,Mechanical,Operations - Operator,Friday,2023
6,1,106.0,Utilized Off Route,Operations - Operator,Friday,2023
6,1,165.0,Emergency Services,Operations - Operator,Friday,2023
6,1,944.0,Emergency Services,Mechanical,Friday,2023
6,1,34.0,Operations - Operator,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Operations - Operator,Friday,2023
6,1,72.0,Mechanical,Operations - Operator,Friday,2023
6,1,35.0,Mechanical,Mechanical,Friday,2023
6,1,87.0,Collision - TTC,Operations - Operator,Friday,2023
