Date,Month,Route,Actual,Predicted,Day,Year
17,8,29.0,Mechanical,Mechanical,Thursday,2023
17,8,95.0,Mechanical,Mechanical,Thursday,2023
17,8,26.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,54.0,Mechanical,Operations - Operator,Thursday,2023
17,8,68.0,Diversion,Operations - Operator,Thursday,2023
17,8,83.0,Collision - TTC,Operations - Operator,Thursday,2023
17,8,63.0,Collision - TTC,Operations - Operator,Thursday,2023
17,8,81.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,36.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,202.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,36.0,Cleaning - Unsanitary,Operations - Operator,Thursday,2023
17,8,85.0,Mechanical,Mechanical,Thursday,2023
17,8,65.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,121.0,Collision - TTC,Operations - Operator,Thursday,2023
17,8,935.0,Collision - TTC,Operations - Operator,Thursday,2023
17,8,161.0,Mechanical,Operations - Operator,Thursday,2023
17,8,54.0,Security,Operations - Operator,Thursday,2023
17,8,165.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,121.0,Diversion,Diversion,Thursday,2023
17,8,72.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,73.0,Security,Operations - Operator,Thursday,2023
17,8,32.0,Mechanical,Operations - Operator,Thursday,2023
17,8,111.0,Collision - TTC,Mechanical,Thursday,2023
17,8,47.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,169.0,Mechanical,Operations - Operator,Thursday,2023
17,8,929.0,Security,Operations - Operator,Thursday,2023
17,8,95.0,Mechanical,Mechanical,Thursday,2023
17,8,85.0,Investigation,Operations - Operator,Thursday,2023
17,8,90.0,Cleaning - Unsanitary,Operations - Operator,Thursday,2023
17,8,41.0,Emergency Services,Mechanical,Thursday,2023
17,8,14.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,953.0,Investigation,Mechanical,Thursday,2023
17,8,41.0,Mechanical,Operations - Operator,Thursday,2023
17,8,91.0,Mechanical,Operations - Operator,Thursday,2023
17,8,96.0,Mechanical,Operations - Operator,Thursday,2023
17,8,29.0,Emergency Services,Mechanical,Thursday,2023
17,8,168.0,Operations - Operator,Mechanical,Thursday,2023
17,8,52.0,Diversion,Mechanical,Thursday,2023
17,8,54.0,Security,Operations - Operator,Thursday,2023
17,8,7.0,Diversion,Diversion,Thursday,2023
17,8,929.0,Mechanical,Operations - Operator,Thursday,2023
17,8,89.0,Investigation,Operations - Operator,Thursday,2023
17,8,935.0,Mechanical,Mechanical,Thursday,2023
17,8,41.0,Mechanical,Mechanical,Thursday,2023
17,8,72.0,Operations - Operator,Investigation,Thursday,2023
17,8,202.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,41.0,Collision - TTC,General Delay,Thursday,2023
17,8,32.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,929.0,Mechanical,Mechanical,Thursday,2023
17,8,131.0,Cleaning - Unsanitary,Mechanical,Thursday,2023
17,8,905.0,Diversion,Diversion,Thursday,2023
17,8,54.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,7.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,86.0,Diversion,Diversion,Thursday,2023
17,8,116.0,Diversion,General Delay,Thursday,2023
17,8,939.0,Mechanical,Mechanical,Thursday,2023
17,8,96.0,Diversion,Diversion,Thursday,2023
17,8,107.0,Collision - TTC,Operations - Operator,Thursday,2023
17,8,35.0,Mechanical,Utilized Off Route,Thursday,2023
17,8,116.0,Mechanical,Mechanical,Thursday,2023
17,8,96.0,Mechanical,Operations - Operator,Thursday,2023
17,8,127.0,Emergency Services,Operations - Operator,Thursday,2023
17,8,88.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,32.0,Emergency Services,Mechanical,Thursday,2023
17,8,60.0,Diversion,Diversion,Thursday,2023
17,8,35.0,Diversion,Diversion,Thursday,2023
17,8,96.0,Security,Operations - Operator,Thursday,2023
17,8,686.0,Mechanical,Utilized Off Route,Thursday,2023
17,8,45.0,Mechanical,Utilized Off Route,Thursday,2023
17,8,7.0,Operations - Operator,Operations - Operator,Thursday,2023
17,8,39.0,Emergency Services,Mechanical,Thursday,2023
18,8,335.0,Diversion,Diversion,Friday,2023
18,8,73.0,Mechanical,Operations - Operator,Friday,2023
18,8,53.0,Emergency Services,Emergency Services,Friday,2023
18,8,300.0,Emergency Services,Operations - Operator,Friday,2023
18,8,300.0,Security,Operations - Operator,Friday,2023
18,8,352.0,Investigation,Operations - Operator,Friday,2023
18,8,300.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,336.0,Mechanical,Operations - Operator,Friday,2023
18,8,161.0,Operations - Operator,Mechanical,Friday,2023
18,8,63.0,Mechanical,Operations - Operator,Friday,2023
18,8,929.0,Operations - Operator,Mechanical,Friday,2023
18,8,41.0,Operations - Operator,Mechanical,Friday,2023
18,8,300.0,Security,Emergency Services,Friday,2023
18,8,133.0,Mechanical,Mechanical,Friday,2023
18,8,161.0,Mechanical,Mechanical,Friday,2023
18,8,161.0,Mechanical,Mechanical,Friday,2023
18,8,116.0,Diversion,Mechanical,Friday,2023
18,8,986.0,Diversion,Diversion,Friday,2023
18,8,21.0,Operations - Operator,Mechanical,Friday,2023
18,8,960.0,Mechanical,Mechanical,Friday,2023
18,8,21.0,Diversion,Diversion,Friday,2023
18,8,133.0,Mechanical,Mechanical,Friday,2023
18,8,131.0,Mechanical,Mechanical,Friday,2023
18,8,902.0,Mechanical,Mechanical,Friday,2023
18,8,96.0,Mechanical,Mechanical,Friday,2023
18,8,134.0,Mechanical,Operations - Operator,Friday,2023
18,8,39.0,Operations - Operator,Mechanical,Friday,2023
18,8,62.0,Mechanical,Operations - Operator,Friday,2023
18,8,72.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,941.0,General Delay,Operations - Operator,Friday,2023
18,8,65.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,60.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,81.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,41.0,Mechanical,Operations - Operator,Friday,2023
18,8,985.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,10.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,75.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,31.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,92.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,36.0,Emergency Services,Mechanical,Friday,2023
18,8,133.0,Mechanical,Operations - Operator,Friday,2023
18,8,36.0,Mechanical,Operations - Operator,Friday,2023
18,8,24.0,Mechanical,Operations - Operator,Friday,2023
18,8,32.0,Mechanical,Mechanical,Friday,2023
18,8,900.0,Mechanical,Mechanical,Friday,2023
18,8,54.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,60.0,Diversion,Diversion,Friday,2023
18,8,100.0,Cleaning - Unsanitary,Operations - Operator,Friday,2023
18,8,22.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,37.0,Mechanical,Operations - Operator,Friday,2023
18,8,165.0,Mechanical,Operations - Operator,Friday,2023
18,8,45.0,Diversion,General Delay,Friday,2023
18,8,65.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,111.0,Mechanical,Operations - Operator,Friday,2023
18,8,53.0,Mechanical,Operations - Operator,Friday,2023
18,8,35.0,Mechanical,Operations - Operator,Friday,2023
18,8,41.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,70.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,57.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,86.0,Mechanical,Mechanical,Friday,2023
18,8,925.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,36.0,Mechanical,Operations - Operator,Friday,2023
18,8,72.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,54.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,23.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,112.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,24.0,Mechanical,Operations - Operator,Friday,2023
18,8,24.0,Mechanical,Operations - Operator,Friday,2023
18,8,14.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,96.0,Security,Operations - Operator,Friday,2023
18,8,32.0,General Delay,Mechanical,Friday,2023
18,8,89.0,Emergency Services,Operations - Operator,Friday,2023
18,8,995.0,Mechanical,Operations - Operator,Friday,2023
18,8,25.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,996.0,Mechanical,Operations - Operator,Friday,2023
18,8,52.0,Utilized Off Route,Operations - Operator,Friday,2023
18,8,110.0,Mechanical,Operations - Operator,Friday,2023
18,8,41.0,Operations - Operator,Mechanical,Friday,2023
18,8,927.0,Mechanical,Operations - Operator,Friday,2023
18,8,939.0,Collision - TTC,Mechanical,Friday,2023
18,8,126.0,Mechanical,Mechanical,Friday,2023
18,8,41.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,25.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,36.0,Mechanical,Operations - Operator,Friday,2023
18,8,75.0,Mechanical,Operations - Operator,Friday,2023
18,8,35.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,35.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,107.0,Mechanical,Mechanical,Friday,2023
18,8,929.0,Operations - Operator,Mechanical,Friday,2023
18,8,25.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,34.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,102.0,Mechanical,Operations - Operator,Friday,2023
18,8,36.0,Emergency Services,Operations - Operator,Friday,2023
18,8,902.0,Mechanical,Operations - Operator,Friday,2023
18,8,32.0,Security,General Delay,Friday,2023
18,8,169.0,Security,Operations - Operator,Friday,2023
18,8,954.0,Mechanical,Operations - Operator,Friday,2023
18,8,29.0,Mechanical,Operations - Operator,Friday,2023
18,8,41.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,84.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,32.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,94.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,60.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,47.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,927.0,Mechanical,Mechanical,Friday,2023
18,8,929.0,Security,Mechanical,Friday,2023
18,8,16.0,Mechanical,Operations - Operator,Friday,2023
18,8,110.0,General Delay,Operations - Operator,Friday,2023
18,8,985.0,Mechanical,Operations - Operator,Friday,2023
18,8,202.0,General Delay,Diversion,Friday,2023
18,8,84.0,Mechanical,Operations - Operator,Friday,2023
18,8,22.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,123.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,35.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,29.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,168.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,72.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,7.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,168.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,86.0,Mechanical,Operations - Operator,Friday,2023
18,8,32.0,Mechanical,Operations - Operator,Friday,2023
18,8,88.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,161.0,Mechanical,Mechanical,Friday,2023
18,8,63.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,29.0,Collision - TTC,Operations - Operator,Friday,2023
18,8,32.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,89.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,35.0,Collision - TTC,Mechanical,Friday,2023
18,8,62.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,35.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,165.0,Mechanical,Mechanical,Friday,2023
18,8,105.0,Mechanical,Operations - Operator,Friday,2023
18,8,36.0,Mechanical,Mechanical,Friday,2023
18,8,74.0,Diversion,Diversion,Friday,2023
18,8,41.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,36.0,Mechanical,Operations - Operator,Friday,2023
18,8,22.0,Mechanical,Operations - Operator,Friday,2023
18,8,54.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,75.0,Security,Security,Friday,2023
18,8,123.0,Security,Operations - Operator,Friday,2023
18,8,123.0,Security,Mechanical,Friday,2023
18,8,24.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,32.0,Operations - Operator,Mechanical,Friday,2023
18,8,72.0,Mechanical,Operations - Operator,Friday,2023
18,8,32.0,Collision - TTC,Mechanical,Friday,2023
18,8,56.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,32.0,Cleaning - Unsanitary,Mechanical,Friday,2023
18,8,60.0,Security,Operations - Operator,Friday,2023
18,8,165.0,Operations - Operator,Mechanical,Friday,2023
18,8,96.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,7.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,52.0,Operations - Operator,Security,Friday,2023
18,8,89.0,Emergency Services,Mechanical,Friday,2023
18,8,96.0,Operations - Operator,Operations - Operator,Friday,2023
18,8,96.0,General Delay,Mechanical,Friday,2023
19,8,343.0,Security,Security,Saturday,2023
19,8,332.0,Emergency Services,Operations - Operator,Saturday,2023
19,8,24.0,Mechanical,Operations - Operator,Saturday,2023
19,8,25.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,29.0,Diversion,Operations - Operator,Saturday,2023
19,8,47.0,Emergency Services,Emergency Services,Saturday,2023
19,8,47.0,Operations - Operator,Mechanical,Saturday,2023
19,8,36.0,Operations - Operator,Mechanical,Saturday,2023
19,8,108.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,64.0,Mechanical,Operations - Operator,Saturday,2023
19,8,95.0,Operations - Operator,Mechanical,Saturday,2023
19,8,40.0,Investigation,Operations - Operator,Saturday,2023
19,8,41.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,38.0,General Delay,Operations - Operator,Saturday,2023
19,8,900.0,Emergency Services,Mechanical,Saturday,2023
19,8,102.0,Security,Operations - Operator,Saturday,2023
19,8,88.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,95.0,General Delay,Operations - Operator,Saturday,2023
19,8,54.0,Mechanical,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,113.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,94.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,86.0,Mechanical,Mechanical,Saturday,2023
19,8,96.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,600.0,Mechanical,Mechanical,Saturday,2023
19,8,925.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,54.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,79.0,Mechanical,Operations - Operator,Saturday,2023
19,8,86.0,Security,Mechanical,Saturday,2023
19,8,168.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,41.0,Mechanical,Operations - Operator,Saturday,2023
19,8,32.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,25.0,Diversion,Operations - Operator,Saturday,2023
19,8,925.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,925.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,72.0,Mechanical,Operations - Operator,Saturday,2023
19,8,42.0,Diversion,Operations - Operator,Saturday,2023
19,8,85.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,120.0,Mechanical,Operations - Operator,Saturday,2023
19,8,7.0,Vision,Mechanical,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,102.0,Mechanical,Operations - Operator,Saturday,2023
19,8,929.0,Operations - Operator,Mechanical,Saturday,2023
19,8,24.0,Mechanical,Operations - Operator,Saturday,2023
19,8,85.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,34.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,501.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,86.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,63.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,29.0,Collision - TTC,Mechanical,Saturday,2023
19,8,102.0,Mechanical,Operations - Operator,Saturday,2023
19,8,94.0,Investigation,Operations - Operator,Saturday,2023
19,8,54.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,95.0,General Delay,Mechanical,Saturday,2023
19,8,98.0,General Delay,Operations - Operator,Saturday,2023
19,8,56.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,63.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,102.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,83.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,935.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,929.0,Mechanical,Mechanical,Saturday,2023
19,8,63.0,Mechanical,Operations - Operator,Saturday,2023
19,8,939.0,Security,Operations - Operator,Saturday,2023
19,8,85.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,34.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,52.0,Investigation,Operations - Operator,Saturday,2023
19,8,32.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,72.0,Diversion,Diversion,Saturday,2023
19,8,90.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,905.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,89.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,925.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,89.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,44.0,Mechanical,Operations - Operator,Saturday,2023
19,8,95.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,133.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,53.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,53.0,Mechanical,Operations - Operator,Saturday,2023
19,8,95.0,General Delay,Operations - Operator,Saturday,2023
19,8,133.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,41.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,54.0,Utilized Off Route,Operations - Operator,Saturday,2023
19,8,133.0,General Delay,Operations - Operator,Saturday,2023
19,8,116.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,116.0,Mechanical,Operations - Operator,Saturday,2023
19,8,960.0,Operations - Operator,Mechanical,Saturday,2023
19,8,935.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,36.0,Mechanical,Operations - Operator,Saturday,2023
19,8,42.0,Mechanical,Operations - Operator,Saturday,2023
19,8,21.0,General Delay,Operations - Operator,Saturday,2023
19,8,52.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,40.0,Mechanical,Operations - Operator,Saturday,2023
19,8,165.0,Mechanical,Operations - Operator,Saturday,2023
19,8,36.0,Mechanical,Operations - Operator,Saturday,2023
19,8,110.0,Security,Operations - Operator,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,39.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,89.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,34.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,70.0,Mechanical,Operations - Operator,Saturday,2023
19,8,79.0,Mechanical,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,32.0,Security,Operations - Operator,Saturday,2023
19,8,960.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,35.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,63.0,Mechanical,Operations - Operator,Saturday,2023
19,8,36.0,Mechanical,Operations - Operator,Saturday,2023
19,8,64.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,97.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,19.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,63.0,Mechanical,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,34.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,91.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,91.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,29.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,62.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,12.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,118.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,7.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,96.0,Mechanical,Operations - Operator,Saturday,2023
19,8,97.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,63.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,960.0,Operations - Operator,Mechanical,Saturday,2023
19,8,89.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,57.0,Mechanical,Operations - Operator,Saturday,2023
19,8,64.0,Mechanical,Operations - Operator,Saturday,2023
19,8,89.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,23.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,102.0,Mechanical,Operations - Operator,Saturday,2023
19,8,72.0,Operations - Operator,Mechanical,Saturday,2023
19,8,53.0,Operations - Operator,Mechanical,Saturday,2023
19,8,24.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,939.0,Operations - Operator,Mechanical,Saturday,2023
19,8,68.0,Emergency Services,Operations - Operator,Saturday,2023
19,8,96.0,Security,Investigation,Saturday,2023
19,8,106.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,161.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,69.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,32.0,Mechanical,Operations - Operator,Saturday,2023
19,8,57.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,47.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,24.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,41.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,95.0,Collision - TTC,Operations - Operator,Saturday,2023
19,8,36.0,Mechanical,Operations - Operator,Saturday,2023
19,8,600.0,Emergency Services,Mechanical,Saturday,2023
19,8,118.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,39.0,Utilized Off Route,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,72.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,7.0,Operations - Operator,Mechanical,Saturday,2023
19,8,53.0,Emergency Services,Operations - Operator,Saturday,2023
19,8,25.0,Utilized Off Route,Operations - Operator,Saturday,2023
19,8,70.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,34.0,Utilized Off Route,Utilized Off Route,Saturday,2023
19,8,36.0,Vision,Operations - Operator,Saturday,2023
19,8,24.0,Emergency Services,Operations - Operator,Saturday,2023
19,8,24.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,96.0,Held By,Operations - Operator,Saturday,2023
19,8,165.0,Mechanical,Mechanical,Saturday,2023
19,8,25.0,Utilized Off Route,Operations - Operator,Saturday,2023
19,8,25.0,Operations - Operator,Operations - Operator,Saturday,2023
19,8,96.0,Held By,Operations - Operator,Saturday,2023
19,8,80.0,Mechanical,Operations - Operator,Saturday,2023
19,8,96.0,Held By,Operations - Operator,Saturday,2023
19,8,14.0,Mechanical,Operations - Operator,Saturday,2023
19,8,63.0,Mechanical,Operations - Operator,Saturday,2023
19,8,36.0,Mechanical,Mechanical,Saturday,2023
19,8,165.0,Cleaning - Unsanitary,Operations - Operator,Saturday,2023
19,8,96.0,Utilized Off Route,Mechanical,Saturday,2023
19,8,23.0,Emergency Services,Operations - Operator,Saturday,2023
19,8,35.0,Cleaning - Unsanitary,Mechanical,Saturday,2023
20,8,32.0,Security,Mechanical,Sunday,2023
20,8,300.0,Security,Operations - Operator,Sunday,2023
20,8,354.0,Emergency Services,Operations - Operator,Sunday,2023
20,8,300.0,Mechanical,Mechanical,Sunday,2023
20,8,19.0,Diversion,Diversion,Sunday,2023
20,8,35.0,Diversion,Diversion,Sunday,2023
20,8,19.0,Cleaning - Unsanitary,Mechanical,Sunday,2023
20,8,70.0,Emergency Services,Mechanical,Sunday,2023
20,8,84.0,Diversion,Diversion,Sunday,2023
20,8,126.0,Emergency Services,Mechanical,Sunday,2023
20,8,86.0,Mechanical,Mechanical,Sunday,2023
20,8,900.0,Security,Mechanical,Sunday,2023
20,8,102.0,Security,Operations - Operator,Sunday,2023
20,8,53.0,Mechanical,Operations - Operator,Sunday,2023
20,8,7.0,General Delay,Operations - Operator,Sunday,2023
20,8,21.0,Emergency Services,Mechanical,Sunday,2023
20,8,118.0,Operations - Operator,Mechanical,Sunday,2023
20,8,39.0,Collision - TTC,Mechanical,Sunday,2023
20,8,44.0,Mechanical,Mechanical,Sunday,2023
20,8,57.0,Diversion,Diversion,Sunday,2023
20,8,91.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,88.0,Diversion,Operations - Operator,Sunday,2023
20,8,32.0,Mechanical,Mechanical,Sunday,2023
20,8,39.0,Operations - Operator,Mechanical,Sunday,2023
20,8,20.0,Emergency Services,Mechanical,Sunday,2023
20,8,32.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,130.0,Mechanical,Mechanical,Sunday,2023
20,8,60.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,52.0,Mechanical,Operations - Operator,Sunday,2023
20,8,121.0,Mechanical,Operations - Operator,Sunday,2023
20,8,161.0,Security,Mechanical,Sunday,2023
20,8,64.0,Collision - TTC,Operations - Operator,Sunday,2023
20,8,960.0,Mechanical,Operations - Operator,Sunday,2023
20,8,53.0,Security,Operations - Operator,Sunday,2023
20,8,85.0,Operations - Operator,Mechanical,Sunday,2023
20,8,927.0,Mechanical,Mechanical,Sunday,2023
20,8,47.0,Mechanical,Operations - Operator,Sunday,2023
20,8,165.0,General Delay,Operations - Operator,Sunday,2023
20,8,110.0,Mechanical,Operations - Operator,Sunday,2023
20,8,72.0,Security,Operations - Operator,Sunday,2023
20,8,32.0,Operations - Operator,Mechanical,Sunday,2023
20,8,35.0,Mechanical,Mechanical,Sunday,2023
20,8,64.0,Mechanical,Operations - Operator,Sunday,2023
20,8,124.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,95.0,Operations - Operator,Mechanical,Sunday,2023
20,8,21.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,32.0,Mechanical,Operations - Operator,Sunday,2023
20,8,32.0,Mechanical,Mechanical,Sunday,2023
20,8,23.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,42.0,General Delay,Operations - Operator,Sunday,2023
20,8,73.0,General Delay,Mechanical,Sunday,2023
20,8,120.0,Mechanical,Operations - Operator,Sunday,2023
20,8,86.0,Security,Mechanical,Sunday,2023
20,8,13.0,Mechanical,Operations - Operator,Sunday,2023
20,8,118.0,Collision - TTC,Operations - Operator,Sunday,2023
20,8,102.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,960.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,14.0,Operations - Operator,Operations - Operator,Sunday,2023
20,8,7.0,Operations - Operator,Operations - Operator,Sunday,2023
